objID run rerun camcol field rowc colc petroRad_r rowc_g rowc_i colc_g colc_i class imageName morphology
1237651800160010443 1473 301 2 41 547.9468 550.8916 8.572653 558.1611 550.4138 550.3508 549.9463 GALAXY 1473_301_2_41 edgeon
1237651801233686714 1473 301 4 40 757.5117 61.05978 7.311169 767.1583 759.6317 58.41782 60.33335 GALAXY 1473_301_4_40 edgeon
1237651801770819617 1473 301 5 44 642.0069 491.95 11.00329 646.0311 644.5982 489.313 492.7131 GALAXY 1473_301_5_44 edgeon
1237652901305188465 1729 301 5 391 1156.84 1828.813 9.468672 1166.23 1159.642 1830.428 1830.983 GALAXY 1729_301_5_391 edgeon
1237653470906941588 1862 301 2 112 810.1595 289.0431 12.04381 821.0471 813.452 288.686 287.7888 GALAXY 1862_301_2_112 edgeon
1237653503116705884 1869 301 6 74 972.9399 1563.356 8.129122 985.5656 975.2776 1566.665 1565.092 GALAXY 1869_301_6_74 edgeon
1237654399699845218 2078 301 4 207 163.0576 1352.453 10.45051 172.4744 166.1952 1351.382 1353.302 GALAXY 2078_301_4_207 edgeon
1237654400237502589 2078 301 5 219 561.4415 846.7631 6.777548 571.2209 564.5604 845.8198 849.2936 GALAXY 2078_301_5_219 edgeon
1237654611219710075 2127 301 6 96 1157.437 1431.473 5.787773 1170.345 1158.717 1431.69 1433.25 GALAXY 2127_301_6_96 edgeon
1237654668666339551 2141 301 1 118 972.5588 1690.303 6.432082 985.1765 976.1328 1692.605 1688.182 GALAXY 2141_301_1_118 edgeon
1237654669735231788 2141 301 3 44 619.6301 433.5785 8.63078 630.7251 622.3141 436.0163 432.1325 GALAXY 2141_301_3_44 edgeon
1237654949447008583 2206 301 4 75 1300.641 957.7975 8.300779 1310.797 1303.876 958.8029 959.0269 GALAXY 2206_301_4_75 edgeon
1237655107845882096 2243 301 3 410 1024.25 738.6934 8.585685 1034.38 1027.308 734.1226 737.2678 GALAXY 2243_301_3_410 edgeon
1237655108382818549 2243 301 4 411 1202.147 834.3421 9.562778 1212.208 1205.486 829.0536 833.5672 GALAXY 2243_301_4_411 edgeon
1237655128770937243 2248 301 2 213 515.0522 291.2009 6.169833 523.8726 517.9808 294.3912 291.3881 GALAXY 2248_301_2_213 edgeon
1237655128772051376 2248 301 2 230 273.6208 802.4771 6.576082 282.7047 276.96 806.8214 803.2972 GALAXY 2248_301_2_230 edgeon
1237655129307218413 2248 301 3 204 1352.223 1082.239 7.237244 1360.616 1355.155 1084.818 1082.261 GALAXY 2248_301_3_204 edgeon
1237655129844547988 2248 301 4 211 546.0291 1931.845 6.437022 554.8007 549.0612 1934.876 1933.29 GALAXY 2248_301_4_211 edgeon
1237655130383844071 2248 301 5 248 1191.089 797.9206 4.860037 1199.864 1193.93 801.9363 800.9468 GALAXY 2248_301_5_248 edgeon
1237655374650605972 2305 301 4 103 1127.276 1167.156 3.927399 1137.017 1130.229 1168.146 1167.07 GALAXY 2305_301_4_103 edgeon
1237655472361046506 2328 301 2 102 1115.675 1382.974 7.060015 1125.812 1118.121 1387.841 1383.67 GALAXY 2328_301_2_102 edgeon
1237655472361898499 2328 301 2 115 1072.01 1177.68 2.997831 1082.277 1074.717 1182.761 1178.522 GALAXY 2328_301_2_115 edgeon
1237655473435509184 2328 301 4 113 445.6286 1818.465 9.3967 449.5856 448.9449 1818.453 1819.694 GALAXY 2328_301_4_113 edgeon
1237655473437606465 2328 301 4 145 720.9678 170.1346 5.853508 730.5281 723.6768 173.7899 170.9954 GALAXY 2328_301_4_145 edgeon
1237655473438458448 2328 301 4 158 548.5002 1389.727 15.42604 558.4793 551.4194 1393.936 1390.615 GALAXY 2328_301_4_158 edgeon
1237655495978385598 2333 301 6 26 1228.874 1272.63 5.014815 1238.709 1231.326 1276.994 1275.03 GALAXY 2333_301_6_26 edgeon
1237655499198693455 2334 301 4 12 289.544 1518.373 9.399252 299.2177 291.7865 1520.933 1518.824 GALAXY 2334_301_4_12 edgeon
1237655499736285638 2334 301 5 23 1203.59 290.0358 18.01929 1212.401 1206.07 292.0898 291.2986 GALAXY 2334_301_5_23 edgeon
1237655504036167808 2335 301 5 98 922.6649 475.6259 5.199092 932.8317 925.5103 480.8408 478.5428 GALAXY 2335_301_5_98 edgeon
1237655742939398256 2391 301 2 32 242.2093 241.0856 4.948096 251.8549 244.8152 241.0479 240.1578 GALAXY 2391_301_2_32 edgeon
1237655742943789261 2391 301 2 99 343.2675 917.9376 10.06985 352.858 345.7708 918.469 917.0793 GALAXY 2391_301_2_99 edgeon
1237655743489835552 2391 301 3 239 315.3836 1006.581 11.72025 325.6003 318.8986 1007.208 1005.715 GALAXY 2391_301_3_239 edgeon
1237655743478825277 2391 301 3 71 1098.661 633.3702 6.344326 1107.756 1101.291 633.436 631.4655 GALAXY 2391_301_3_71 edgeon
1237655744013205668 2391 301 4 33 748.9114 427.8264 10.98889 758.0887 751.0665 427.4908 427.1574 GALAXY 2391_301_4_33 edgeon
1237655744014385390 2391 301 4 51 1396.185 1573.79 5.116467 1404.245 1398.63 1573.85 1573.476 GALAXY 2391_301_4_51 edgeon
1237655744016417034 2391 301 4 82 1390.993 1809.12 7.775384 1400.649 1394.015 1809.726 1808.668 GALAXY 2391_301_4_82 edgeon
1237656528383049897 2574 301 1 55 131.13 1850.451 3.356389 142.4448 134.4648 1854.276 1848.687 GALAXY 2574_301_1_55 edgeon
1237656529455939872 2574 301 3 42 864.7723 787.8599 13.58702 875.1434 867.7369 791.9131 786.7805 GALAXY 2574_301_3_42 edgeon
1237656529457381669 2574 301 3 64 135.7337 1272.747 6.449323 145.0283 138.3516 1275.478 1271.98 GALAXY 2574_301_3_64 edgeon
1237656529992614167 2574 301 4 39 192.0164 1011.459 18.02166 202.7506 194.4612 1013.005 1010.477 GALAXY 2574_301_4_39 edgeon
1237656530530337024 2574 301 5 52 586.2629 518.6347 15.27923 594.0338 588.282 521.0781 520.973 GALAXY 2574_301_5_52 edgeon
1237656567583605015 2583 301 2 192 1291.73 487.2947 6.878175 1302.815 1294.65 490.603 486.9296 GALAXY 2583_301_2_192 edgeon
1237656567575609400 2583 301 2 70 314.9513 510.6643 4.050175 325.6526 317.732 514.279 510.1363 GALAXY 2583_301_2_70 edgeon
1237656569721455409 2583 301 6 45 337.218 320.4853 4.157776 348.4335 339.707 324.5572 323.2422 GALAXY 2583_301_6_45 edgeon
1237656569722175977 2583 301 6 56 1131.983 1308.745 27.92089 1143.547 1134.219 1312.557 1310.795 GALAXY 2583_301_6_56 edgeon
1237656906343514486 2662 301 1 106 1300.931 748.6827 5.651496 1313.646 1304.443 749.7851 746.4005 GALAXY 2662_301_1_106 edgeon
1237656906345283907 2662 301 1 133 838.3535 607.6938 8.25572 850.4586 841.1318 609.2252 605.9783 GALAXY 2662_301_1_133 edgeon
1237656906346266812 2662 301 1 148 287.4438 448.6348 7.292465 299.6938 290.5901 449.9747 446.5937 GALAXY 2662_301_1_148 edgeon
1237657118405034293 2711 301 4 68 235.1618 1926.166 7.017212 244.2759 238.4084 1925.065 1925.953 GALAXY 2711_301_4_68 edgeon
1237657118941511951 2711 301 5 62 261.2694 719.8203 7.671976 270.3359 263.9154 718.4255 720.9898 GALAXY 2711_301_5_62 edgeon
1237657118942363657 2711 301 5 75 137.1327 156.7412 6.579554 141.5077 140.384 155.4128 157.3649 GALAXY 2711_301_5_75 edgeon
1237657401873924377 2777 301 4 84 138.1666 723.5667 11.32619 149.0845 141.8469 722.5662 723.2321 GALAXY 2777_301_4_84 edgeon
1237657590319546488 2821 301 3 144 708.9055 1739.468 13.4515 717.8309 713.0715 1737.783 1738.069 GALAXY 2821_301_3_144 edgeon
1237657590316073045 2821 301 3 91 378.5076 354.5544 9.061821 388.0275 381.8068 352.1249 353.0517 GALAXY 2821_301_3_91 edgeon
1237657591929962607 2821 301 6 141 606.2486 1182.605 9.02542 617.5747 609.6722 1181.876 1183.337 GALAXY 2821_301_6_141 edgeon
1237657591930028131 2821 301 6 142 625.4428 1678.337 8.229753 636.4265 628.3521 1677.432 1679.323 GALAXY 2821_301_6_142 edgeon
1237657591925440665 2821 301 6 72 803.3373 167.3218 4.804826 814.4406 806.8431 166.4025 169.1599 GALAXY 2821_301_6_72 edgeon
1237657606419710336 2825 301 1 53 102.8496 1940.406 5.220764 114.782 106.5874 1937.994 1936.766 GALAXY 2825_301_1_53 edgeon
1237657630580081028 2830 301 6 71 1161.135 1263.289 6.297389 1171.088 1163.919 1266.712 1265.606 GALAXY 2830_301_6_71 edgeon
1237657776071967146 2864 301 5 69 213.5418 1787.064 8.293788 224.1237 216.5648 1789.037 1789.756 GALAXY 2864_301_5_69 edgeon
1237657776610345512 2864 301 6 92 441.1977 172.2457 6.45201 453.5579 444.1197 172.9984 174.2874 GALAXY 2864_301_6_92 edgeon
1237658203972698243 2964 301 2 292 608.8558 197.0237 9.608828 618.1347 611.7484 195.3344 196.277 GALAXY 2964_301_2_292 edgeon
1237658203975581836 2964 301 2 336 101.1232 1757.346 9.122316 111.6295 104.8129 1756.91 1757.294 GALAXY 2964_301_2_336 edgeon
1237658205047423183 2964 301 4 307 1358.408 618.0851 18.01944 1368.823 1361.65 616.4845 618.4119 GALAXY 2964_301_4_307 edgeon
1237658205048930539 2964 301 4 330 1352.773 1252.115 7.287202 1362.462 1355.659 1250.489 1252.226 GALAXY 2964_301_4_330 edgeon
1237658205584425012 2964 301 5 309 731.2029 1406.483 8.678583 741.1973 734.4189 1404.239 1408.005 GALAXY 2964_301_5_309 edgeon
1237658205585604747 2964 301 5 327 530.3638 943.3689 5.731898 539.7631 533.4041 941.8463 945.0956 GALAXY 2964_301_5_327 edgeon
1237658206120968335 2964 301 6 304 1383.019 962.1829 15.02292 1393.221 1386.077 961.9921 963.9966 GALAXY 2964_301_6_304 edgeon
1237658206121427056 2964 301 6 311 448.6102 1740.536 5.927285 459.9782 451.7195 1740.5 1742.041 GALAXY 2964_301_6_311 edgeon
1237658298460930224 2986 301 2 276 1015.155 581.2271 19.47102 1025.339 1018.097 580.6451 580.4811 GALAXY 2986_301_2_276 edgeon
1237658298461126769 2986 301 2 279 757.889 1967.748 12.5862 768.9047 761.3799 1968.603 1967.137 GALAXY 2986_301_2_279 edgeon
1237658298997932203 2986 301 3 278 923.678 1204.635 15.41661 933.5186 926.7676 1203.471 1203.608 GALAXY 2986_301_3_278 edgeon
1237658298999898208 2986 301 3 308 589.6517 1241.224 11.47429 599.6447 593.014 1239.557 1239.478 GALAXY 2986_301_3_308 edgeon
1237658300071739503 2986 301 5 279 693.4589 1533.71 7.240251 702.8215 696.247 1533.172 1535.36 GALAXY 2986_301_5_279 edgeon
1237658300609855612 2986 301 6 298 1108.075 1105.015 9.708111 1118.577 1109.065 1105.448 1106.99 GALAXY 2986_301_6_298 edgeon
1237658423017078995 3015 301 2 308 661.2897 978.794 17.16079 671.8818 664.3325 980.3935 977.6689 GALAXY 3015_301_2_308 edgeon
1237658423019176098 3015 301 2 340 845.6024 543.4749 9.172639 855.0369 848.6703 544.3566 542.6556 GALAXY 3015_301_2_340 edgeon
1237658424092983473 3015 301 4 341 672.3834 527.8268 5.870002 682.0944 675.9431 528.2738 527.6474 GALAXY 3015_301_4_341 edgeon
1237658491731443926 3031 301 2 230 310.3521 1863.543 6.882141 321.3587 313.7314 1862.781 1862.405 GALAXY 3031_301_2_230 edgeon
1237658491731706068 3031 301 2 234 554.473 78.03501 4.520785 564.8405 557.5078 77.03015 76.5056 GALAXY 3031_301_2_234 edgeon
1237658491733737602 3031 301 2 265 1098.53 293.2104 8.909175 1108.339 1101.693 291.9797 291.8329 GALAXY 3031_301_2_265 edgeon
1237658491745992819 3031 301 2 452 507.9794 965.533 15.97851 527.6841 511.8968 963.5305 964.0497 GALAXY 3031_301_2_452 edgeon
1237658491746254962 3031 301 2 456 583.0577 261.4981 6.127635 593.2469 586.2399 260.9099 260.1609 GALAXY 3031_301_2_456 edgeon
1237658492266348728 3031 301 3 200 303.5676 341.5705 4.30923 313.1817 306.5901 339.3488 339.5292 GALAXY 3031_301_3_200 edgeon
1237658492267462800 3031 301 3 217 454.4268 1205.534 7.669341 463.8598 457.1633 1203.319 1203.019 GALAXY 3031_301_3_217 edgeon
1237658492268249214 3031 301 3 229 912.046 185.4922 7.466014 922.0764 914.9418 183.5563 183.511 GALAXY 3031_301_3_229 edgeon
1237658492282470522 3031 301 3 446 1020.482 734.1356 3.354152 1030.116 1023.405 731.7064 731.9275 GALAXY 3031_301_3_446 edgeon
1237658493341925646 3031 301 5 228 680.1946 1190.494 10.11593 688.8787 683.3626 1189.648 1191.033 GALAXY 3031_301_5_228 edgeon
1237658607148073131 3058 301 1 68 937.6064 1968.42 8.058084 949.9183 941.956 1963.382 1965.491 GALAXY 3058_301_1_68 edgeon
1237658607685271775 3058 301 2 73 253.245 1496.86 18.01796 264.689 257.5902 1491.647 1495.842 GALAXY 3058_301_2_73 edgeon
1237658611982467211 3059 301 2 107 1055.282 1619.557 6.843187 1067.396 1058.778 1616.458 1618.404 GALAXY 3059_301_2_107 edgeon
1237658612520517747 3059 301 3 125 354.8091 1422.687 6.329478 365.3185 357.37 1418.283 1420.632 GALAXY 3059_301_3_125 edgeon
1237658612522156121 3059 301 3 150 330.4942 1185.794 9.763069 341.5011 333.1407 1181.257 1184.076 GALAXY 3059_301_3_150 edgeon
1237658614132244543 3059 301 6 142 91.36507 748.5969 8.763338 103.2048 93.99239 746.4119 750.0724 GALAXY 3059_301_6_142 edgeon
1237658800422387738 3103 301 1 80 92.88148 1544.307 5.76298 105.7641 97.06329 1541.206 1541.73 GALAXY 3103_301_1_80 edgeon
1237658801496719443 3103 301 3 89 874.1516 1712.68 5.230946 884.296 877.9866 1709.313 1710.924 GALAXY 3103_301_3_89 edgeon
1237658802032541814 3103 301 4 73 883.9488 1215.693 5.715492 893.5941 887.5617 1212.514 1214.932 GALAXY 3103_301_4_73 edgeon
1237658803104186505 3103 301 6 41 359.8419 1745.75 6.459883 371.1229 362.8386 1744.167 1746.677 GALAXY 3103_301_6_41 edgeon
1237658803104841890 3103 301 6 51 984.9719 1345.464 8.913586 995.6505 988.0679 1343.781 1346.592 GALAXY 3103_301_6_51 edgeon
1237659144557232259 3183 301 2 89 983.0153 1299.293 9.253494 993.1093 985.9894 1297.252 1299.107 GALAXY 3183_301_2_89 edgeon
1237659149921353938 3184 301 4 19 1112.892 911.0838 10.9696 1121.8 1116.118 908.919 911.0085 GALAXY 3184_301_4_19 edgeon
1237659324411216035 3225 301 1 123 566.2588 1385.455 9.429667 578.2142 569.3311 1383.363 1383.008 GALAXY 3225_301_1_123 edgeon
1237659324405383355 3225 301 1 34 1073.315 539.6813 10.05295 1085.364 1076.852 535.9413 537.7675 GALAXY 3225_301_1_34 edgeon
1237659324406562972 3225 301 1 52 584.515 326.4744 5.668177 596.2066 587.435 323.9713 324.8442 GALAXY 3225_301_1_52 edgeon
1237659324408725684 3225 301 1 85 266.821 1484.625 6.934714 278.3134 270.17 1481.812 1482.264 GALAXY 3225_301_1_85 edgeon
1237659324944023637 3225 301 2 61 697.563 996.8349 7.510996 708.021 700.545 994.1187 996.4976 GALAXY 3225_301_2_61 edgeon
1237659325481746568 3225 301 3 74 388.1787 1090.456 3.990954 398.3186 390.8483 1087.388 1088.909 GALAXY 3225_301_3_74 edgeon
1237659326016913462 3225 301 4 48 128.5573 1337.472 5.971429 139.1464 131.3289 1336.201 1336.56 GALAXY 3225_301_4_48 edgeon
1237659326559748296 3225 301 5 139 420.0553 1059.246 10.26018 430.505 423.1574 1057.261 1060.462 GALAXY 3225_301_5_139 edgeon
1237659326552473798 3225 301 5 28 1010.526 1201.637 7.827851 1020.821 1013.239 1198.767 1203.419 GALAXY 3225_301_5_28 edgeon
1237659326571806828 3225 301 5 323 509.5079 1722.639 10.79875 517.2653 511.773 1725.581 1725.537 GALAXY 3225_301_5_323 edgeon
1237659326554964134 3225 301 5 66 719.7932 1729.829 10.95529 730.5627 723.0109 1727.822 1731.078 GALAXY 3225_301_5_66 edgeon
1237659326556733842 3225 301 5 93 1391.496 1761.303 5.732154 1401.683 1394.521 1758.973 1762.811 GALAXY 3225_301_5_93 edgeon
1237659896175460679 3358 301 2 73 432.433 1724.606 7.083888 443.0811 435.0583 1727.568 1724.251 GALAXY 3358_301_2_73 edgeon
1237660343391879366 3462 301 3 118 891.8574 1537.501 8.073158 900.7586 894.8091 1535.839 1535.654 GALAXY 3462_301_3_118 edgeon
1237660343389126897 3462 301 3 76 539.1769 527.2777 5.257735 548.7853 542.1885 525.7942 525.1096 GALAXY 3462_301_3_76 edgeon
1237660344460640601 3462 301 5 42 311.2654 1592.281 11.14006 320.0436 314.2129 1590.432 1593.217 GALAXY 3462_301_5_42 edgeon
1237660582835257407 3518 301 1 102 174.1227 1511.85 11.53011 186.2105 177.4956 1515.719 1510.323 GALAXY 3518_301_1_102 edgeon
1237660583372718270 3518 301 2 111 355.512 148.3525 6.313127 365.3849 358.6577 151.6718 147.9309 GALAXY 3518_301_2_111 edgeon
1237660583369703629 3518 301 2 65 606.944 1429.526 6.573894 616.941 610.2191 1432.67 1429.531 GALAXY 3518_301_2_65 edgeon
1237660584983003239 3518 301 5 106 605.0715 909.3223 7.347829 614.8581 608.0893 911.8111 911.0497 GALAXY 3518_301_5_106 edgeon
1237660584983593063 3518 301 5 115 819.7806 1462.752 9.262544 829.4956 823.1061 1465.659 1464.845 GALAXY 3518_301_5_115 edgeon
1237660635452539082 3530 301 3 162 617.8104 133.4166 9.088836 627.9839 621.3906 134.9613 132.4113 GALAXY 3530_301_3_162 edgeon
1237660635444674601 3530 301 3 42 225.4259 212.7277 6.895373 235.9204 228.5191 214.9889 211.1744 GALAXY 3530_301_3_42 edgeon
1237660635988230298 3530 301 4 144 701.3483 770.3796 6.620866 712.8491 704.9297 771.1636 770.9811 GALAXY 3530_301_4_144 edgeon
1237660636524052545 3530 301 5 128 976.5092 1674.709 6.096985 987.3308 980.0975 1677.41 1677.117 GALAXY 3530_301_5_128 edgeon
1237660764832137786 3560 301 4 66 1348.62 1670.699 6.141371 1358.557 1351.99 1670.066 1670.442 GALAXY 3560_301_4_66 edgeon
1237660935017005326 3600 301 1 17 1326.529 1872.003 11.62716 1337.184 1329.971 1871.201 1869.787 GALAXY 3600_301_1_17 edgeon
1237660958643650607 3605 301 5 83 159.1539 293.4557 7.810328 167.9131 161.9359 293.8916 294.9256 GALAXY 3605_301_5_83 edgeon
1237661088026788316 3635 301 6 41 667.3903 556.3458 9.471677 678.6088 670.0303 558.4449 557.6836 GALAXY 3635_301_6_41 edgeon
1237661149765173415 3650 301 1 14 1204.702 595.2017 7.649466 1217.342 1208.108 593.7535 593.2495 GALAXY 3650_301_1_14 edgeon
1237661388684001462 3705 301 6 186 414.4143 577.6196 6.115244 425.3638 417.3829 577.5909 579.8361 GALAXY 3705_301_6_186 edgeon
1237661970659409958 3841 301 2 298 397.3669 865.7457 32.75322 409.1834 400.2699 867.4041 864.1317 GALAXY 3841_301_2_298 edgeon
1237661971178324125 3841 301 3 24 338.4773 1713.325 6.356096 348.7872 341.4807 1715.106 1712.483 GALAXY 3841_301_3_24 edgeon
1237661971196870849 3841 301 3 307 832.168 1536.105 17.3651 842.2067 834.4627 1535.624 1534.437 GALAXY 3841_301_3_307 edgeon
1237662197745844739 3894 301 1 146 1036.091 836.4274 5.333208 1048.587 1039.615 838.7265 834.7983 GALAXY 3894_301_1_146 edgeon
1237662197747613928 3894 301 1 173 1038.195 1521.24 17.77942 1049.982 1041.792 1523.531 1519.373 GALAXY 3894_301_1_173 edgeon
1237662197749186930 3894 301 1 197 1196.916 1970.732 8.542349 1208.779 1200.688 1973.587 1968.688 GALAXY 3894_301_1_197 edgeon
1237662224072507447 3900 301 2 451 114.1561 367.4052 8.18047 124.7636 117.0554 369.5956 367.3643 GALAXY 3900_301_2_451 edgeon
1237662225142120523 3900 301 4 388 378.4343 389.0609 5.002685 388.5537 381.1235 389.7074 389.1097 GALAXY 3900_301_4_388 edgeon
1237662225676894325 3900 301 5 356 1406.728 1798.553 5.596999 1416.652 1409.284 1799.375 1801.161 GALAXY 3900_301_5_356 edgeon
1237662225680695444 3900 301 5 414 1155.463 262.221 10.36949 1166.405 1157.355 262.7925 263.7538 GALAXY 3900_301_5_414 edgeon
1237662226217304158 3900 301 6 410 324.9564 1438.12 5.498294 335.8848 327.5207 1441.084 1440.524 GALAXY 3900_301_6_410 edgeon
1237662236409790678 3903 301 1 287 212.8115 689.3685 9.231774 224.2691 216.5428 689.5934 687.366 GALAXY 3903_301_1_287 edgeon
1237662236943122913 3903 301 2 233 705.5468 388.302 7.568285 714.8941 708.8799 389.3314 387.5352 GALAXY 3903_301_2_233 edgeon
1237662237478093213 3903 301 3 204 1339.154 1608.628 6.89425 1348.444 1342.536 1609.083 1607.419 GALAXY 3903_301_3_204 edgeon
1237662237481566471 3903 301 3 257 808.5508 1761.379 6.860573 817.8183 811.7392 1761.674 1759.913 GALAXY 3903_301_3_257 edgeon
1237662237466755242 3903 301 3 31 1178.88 187.1258 6.15574 1187.627 1181.994 186.0836 185.1727 GALAXY 3903_301_3_31 edgeon
1237662237489037767 3903 301 3 371 792.6298 1380.322 6.180959 801.9435 796.3101 1381.319 1379.368 GALAXY 3903_301_3_371 edgeon
1237662238018175108 3903 301 4 253 335.7342 1935.322 8.583945 346.7568 339.0517 1939.245 1935.318 GALAXY 3903_301_4_253 edgeon
1237662238024532218 3903 301 4 350 296.8503 494.5987 7.663616 307.5643 300.33 494.1895 493.7655 GALAXY 3903_301_4_350 edgeon
1237662238005199065 3903 301 4 55 931.1846 257.9652 8.755528 940.8892 934.6302 257.2422 257.697 GALAXY 3903_301_4_55 edgeon
1237662238549540975 3903 301 5 169 786.6934 183.6715 6.573014 795.9078 789.994 183.0294 184.7246 GALAXY 3903_301_5_169 edgeon
1237662238553407633 3903 301 5 228 581.6291 921.3126 8.048673 591.259 584.9354 920.9052 922.145 GALAXY 3903_301_5_228 edgeon
1237662238556946665 3903 301 5 282 1204.709 708.6713 9.695195 1213.975 1208.008 708.2488 710.0404 GALAXY 3903_301_5_282 edgeon
1237662247132332283 3905 301 5 60 1327.04 1604.423 10.95167 1337.809 1330.147 1605.437 1605.881 GALAXY 3905_301_5_60 edgeon
