objID run rerun camcol field rowc colc petroRad_r rowc_g rowc_i colc_g colc_i class imageName morphology
1237659120934322259 3177 301 6 80 171.9875 1439.544 5.953884 182.0857 174.8036 1438.366 1441.059 GALAXY 3177_301_6_80 elliptical
1237659132746137677 3180 301 4 90 1088.288 915.8912 9.734333 1098.832 1090.994 913.3368 915.4666 GALAXY 3180_301_4_90 elliptical
1237659119861891169 3177 301 4 100 133.6493 538.2254 7.497537 142.9795 137.0509 534.5121 538.2142 GALAXY 3177_301_4_100 elliptical
1237659131673182411 3180 301 2 102 1063.509 1208.665 4.372044 1074.148 1066.516 1207.147 1207.386 GALAXY 3180_301_2_102 elliptical
1237659131135983815 3180 301 1 97 1091.142 917.4283 11.7202 1103.203 1094.299 915.8686 915.0677 GALAXY 3180_301_1_97 elliptical
1237659119860842571 3177 301 4 84 1150.019 572.0262 3.4836 1159.677 1152.994 568.3383 571.6671 GALAXY 3177_301_4_84 elliptical
1237661416067629158 3712 301 1 235 640.6423 835.249 12.65581 653.2331 643.5081 834.5772 833.5865 GALAXY 3712_301_1_235 elliptical
1237659131136901246 3180 301 1 111 211.8839 1349.433 6.311289 224.28 215.3248 1348.117 1346.824 GALAXY 3180_301_1_111 elliptical
1237659118788411618 3177 301 2 104 881.4693 963.6855 4.111412 891.5277 884.8337 961.8533 962.8348 GALAXY 3177_301_2_104 elliptical
1237659120399155388 3177 301 5 106 1220.942 1689.382 5.742235 1230.307 1224.272 1687.848 1691.593 GALAXY 3177_301_5_106 elliptical
1237659133284581476 3180 301 5 114 309.5402 403.902 4.182129 319.6017 312.2855 401.8133 404.9921 GALAXY 3180_301_5_114 elliptical
1237659132212150460 3180 301 3 134 1282.77 1840.248 4.134902 1293.665 1285.579 1838.828 1838.775 GALAXY 3180_301_3_134 elliptical
1237659133284843545 3180 301 5 118 461.2911 365.3057 2.275007 471.4726 464.1621 363.0463 366.4223 GALAXY 3180_301_5_118 elliptical
1237659119326003323 3177 301 3 115 368.3251 1442.453 3.416843 377.9017 371.7001 1439.594 1440.745 GALAXY 3177_301_3_115 elliptical
1237659132211429450 3180 301 3 123 138.1626 513.8331 3.781106 149.2926 141.0482 511.4321 511.8611 GALAXY 3180_301_3_123 elliptical
1237659132211429486 3180 301 3 123 438.0587 1167.049 5.347865 449.153 441.0001 1165.124 1165.379 GALAXY 3180_301_3_123 elliptical
1237648705133150396 752 301 5 559 273.4372 1336.761 4.752769 284.5514 276.7578 1340.799 1339.271 GALAXY 752_301_5_559 elliptical
1237648721788207355 756 301 4 743 820.0862 1111.211 6.332909 831.691 823.6047 1109.87 1110.385 GALAXY 756_301_4_743 elliptical
1237651735777771577 1458 301 2 686 554.5162 134.1891 8.307617 564.0082 556.522 135.7809 133.1395 GALAXY 1458_301_2_686 elliptical
1237648704596541814 752 301 4 563 790.988 1699.113 5.546495 802.9936 794.6553 1703.538 1699.969 GALAXY 752_301_4_563 elliptical
1237648704598311264 752 301 4 590 761.0122 130.1065 2.816402 772.7348 764.4028 133.6348 130.3657 GALAXY 752_301_4_590 elliptical
1237655693019054339 2379 301 5 164 1179.726 1907.059 4.34503 1188.635 1182.402 1906.857 1908.5 GALAXY 2379_301_5_164 elliptical
1237648721253826894 756 301 3 781 975.8763 981.1282 4.128822 986.9937 979.0463 980.613 979.4756 GALAXY 756_301_3_781 elliptical
1237651735243456753 1458 301 1 725 454.8914 1564.961 9.970459 466.5598 457.6727 1566.832 1563.024 GALAXY 1458_301_1_725 elliptical
1237651735243456879 1458 301 1 725 992.0123 1258.489 3.722252 1003.933 994.8909 1260.232 1256.547 GALAXY 1458_301_1_725 elliptical
1237650760239218778 1231 301 1 13 419.97 1219.8 2.735355 432.946 423.1972 1220.343 1217.273 GALAXY 1231_301_1_13 elliptical
1237650371551690855 1140 301 5 120 331.1508 1925.05 5.642893 341.817 334.4468 1924.445 1926.207 GALAXY 1140_301_5_120 elliptical
1237650762923769971 1231 301 6 16 947.751 1264.444 5.608336 959.89 949.7562 1265.623 1266.057 GALAXY 1231_301_6_16 elliptical
1237650369942323332 1140 301 2 139 562.9042 965.9535 3.776072 573.0629 565.7647 964.5712 964.8051 GALAXY 1140_301_2_139 elliptical
1237671142016221573 5976 301 5 161 1401.554 1099.788 4.935665 1411.185 1404.162 1103.344 1101.967 GALAXY 5976_301_5_161 elliptical
1237650371552346331 1140 301 5 130 1011.391 72.35321 8.664627 1021.651 1014.092 69.65977 72.828 GALAXY 1140_301_5_130 elliptical
1237650760778317952 1231 301 2 47 910.303 1831.359 4.698578 921.6777 913.563 1830.35 1829.568 GALAXY 1231_301_2_47 elliptical
1237650369943437450 1140 301 2 156 161.0965 595.5687 4.212384 171.3078 164.0118 594.1989 593.6881 GALAXY 1140_301_2_156 elliptical
1237671140405674210 5976 301 2 162 406.2542 1613.355 20.00065 415.926 409.0159 1617.873 1613.657 GALAXY 5976_301_2_162 elliptical
1237671142553354497 5976 301 6 165 897.2881 1079.858 5.205956 908.8854 899.2804 1085.247 1082.628 GALAXY 5976_301_6_165 elliptical
1237671126977347762 5973 301 1 62 164.5956 818.5498 3.916983 177.3369 167.7437 821.6387 817.126 GALAXY 5973_301_1_62 elliptical
1237671127514415308 5973 301 2 65 81.05175 801.9896 4.285704 91.91417 83.8863 804.8465 802.1089 GALAXY 5973_301_2_65 elliptical
1237671126977347842 5973 301 1 62 786.2562 1062.671 3.738465 798.9222 789.4448 1066.052 1061.307 GALAXY 5973_301_1_62 elliptical
1237671140943528009 5976 301 3 177 133.1959 203.6219 6.143277 143.0319 135.5517 207.6774 203.1373 GALAXY 5976_301_3_177 elliptical
1237650370481815825 1140 301 3 179 1344.364 367.8917 7.928769 1354.683 1346.914 365.3661 365.7835 GALAXY 1140_301_3_179 elliptical
1237650760779300939 1231 301 2 62 1077.826 268.5759 7.358655 1089.401 1080.463 269.6163 267.6339 GALAXY 1231_301_2_62 elliptical
1237650369407615141 1140 301 1 172 571.1066 283.3976 3.209261 582.1332 574.0753 281.4256 280.9501 GALAXY 1140_301_1_172 elliptical
1237650371554508985 1140 301 5 163 1359.947 1819.921 5.400733 1370.711 1362.952 1818.781 1821.485 GALAXY 1140_301_5_163 elliptical
1237650372091510986 1140 301 6 165 896.9652 820.7798 3.891934 909.7803 899.9628 820.1765 821.6488 GALAXY 1140_301_6_165 elliptical
1237650372091969697 1140 301 6 172 874.7288 107.7685 7.338958 886.4835 877.2957 107.1561 109.4585 GALAXY 1140_301_6_172 elliptical
1237650761853501640 1231 301 4 69 934.8638 1148.54 4.114541 946.4337 937.7408 1145.589 1147.37 GALAXY 1231_301_4_69 elliptical
1237650369944879396 1140 301 2 178 1021.41 1608.669 3.979451 1032.004 1024.493 1606.874 1607.381 GALAXY 1140_301_2_178 elliptical
1237650761854091435 1231 301 4 78 856.1985 1520.117 4.490774 867.4014 859.2217 1516.633 1519.092 GALAXY 1231_301_4_78 elliptical
1237650369947435223 1140 301 2 217 1004.061 485.2571 6.845226 1014.934 1006.926 483.913 483.6167 GALAXY 1140_301_2_217 elliptical
1237650372094263389 1140 301 6 207 317.394 470.5313 6.227232 329.9803 320.2184 469.9978 472.1088 GALAXY 1140_301_6_207 elliptical
1237650761855795347 1231 301 4 104 701.5029 1758.913 6.21127 712.8414 704.4042 1755.903 1757.995 GALAXY 1231_301_4_104 elliptical
1237650760246493331 1231 301 1 124 668.7985 1538.888 5.641779 682.1259 672.2143 1540.253 1536.703 GALAXY 1231_301_1_124 elliptical
1237650369948483714 1140 301 2 233 1234.684 1770.818 4.567817 1245.374 1237.785 1769.894 1769.534 GALAXY 1140_301_2_233 elliptical
1237650760783167775 1231 301 2 121 1298.157 1491.848 3.525503 1310.108 1301.116 1492.87 1491.379 GALAXY 1231_301_2_121 elliptical
1237650369948221672 1140 301 2 229 957.4161 384.1787 9.147189 967.8213 960.3212 382.9988 382.5471 GALAXY 1140_301_2_229 elliptical
1237650372096753725 1140 301 6 245 107.1348 477.9535 3.096806 119.8014 109.8612 477.5187 479.2815 GALAXY 1140_301_6_245 elliptical
1237657590320005281 2821 301 3 151 1086.302 1835.232 7.822374 1094.298 1089.726 1833.724 1833.372 GALAXY 2821_301_3_151 elliptical
1237657589784838248 2821 301 2 177 238.7441 1691.31 3.512831 248.1337 242.5953 1690.049 1690.547 GALAXY 2821_301_2_177 elliptical
1237657590321643582 2821 301 3 176 1089.119 626.4265 9.315139 1098.324 1092.617 624.004 624.5075 GALAXY 2821_301_3_176 elliptical
1237658801499013277 3103 301 3 124 536.4172 1188.663 4.330885 545.9783 540.1342 1185.027 1187.017 GALAXY 3103_301_3_124 elliptical
1237657591931732130 2821 301 6 168 1410.215 1110.673 9.05476 1421.021 1413.612 1109.868 1111.986 GALAXY 2821_301_6_168 elliptical
1237658800962994238 3103 301 2 137 138.8041 1580.546 5.450321 149.2353 142.6387 1577.361 1579.369 GALAXY 3103_301_2_137 elliptical
1237657589248884847 2821 301 1 191 1168.329 1716.04 3.899397 1179.198 1172.442 1714.273 1713.486 GALAXY 2821_301_1_191 elliptical
1237658801500586109 3103 301 3 148 440.756 1753.906 7.166991 449.941 443.91 1750.659 1752.377 GALAXY 3103_301_3_148 elliptical
1237657590322102445 2821 301 3 183 1395.416 1854.566 5.460604 1404.413 1398.929 1852.385 1853.028 GALAXY 2821_301_3_183 elliptical
1237657591932780779 2821 301 6 184 1404.729 1536.468 5.686214 1415.497 1408.169 1535.909 1537.78 GALAXY 2821_301_6_184 elliptical
1237658803110740010 3103 301 6 141 489.5446 761.8729 4.708117 500.0024 492.5617 759.9049 763.697 GALAXY 3103_301_6_141 elliptical
1237658802037260345 3103 301 4 145 248.8902 1126.121 4.379676 258.4752 252.8062 1122.731 1125.574 GALAXY 3103_301_4_145 elliptical
1237658800963780724 3103 301 2 149 1281.339 1284.391 3.565418 1291.708 1285.147 1281.579 1283.375 GALAXY 3103_301_2_149 elliptical
1237657591933960334 2821 301 6 202 339.258 1499.612 10.99151 350.0792 343.3114 1499.322 1501.05 GALAXY 2821_301_6_202 elliptical
1237658916383359106 3130 301 1 32 717.7628 1857.586 4.167903 727.8726 721.1903 1857.597 1855.593 GALAXY 3130_301_1_32 elliptical
1237658802039029977 3103 301 4 172 1163.19 210.4341 3.627105 1172.704 1166.581 206.6963 209.8761 GALAXY 3103_301_4_172 elliptical
1237657591934484571 2821 301 6 210 296.4326 351.5737 5.202005 306.718 300.0237 350.6714 353.2214 GALAXY 2821_301_6_210 elliptical
1237657591934877791 2821 301 6 216 1250.197 1152.171 4.413389 1260.89 1254.236 1151.601 1153.737 GALAXY 2821_301_6_216 elliptical
1237658801502879823 3103 301 3 183 417.85 558.317 3.324782 427.6481 421.5147 553.925 556.3708 GALAXY 3103_301_3_183 elliptical
1237658800965681320 3103 301 2 178 304.7297 1839.228 5.501186 315.3087 308.7787 1836.378 1838.492 GALAXY 3103_301_2_178 elliptical
1237658918531629152 3130 301 5 44 687.0168 454.6454 4.526306 696.1963 689.7875 453.0859 456.5091 GALAXY 3130_301_5_44 elliptical
1237658916385456394 3130 301 1 64 544.6695 1365.323 4.811968 555.8148 548.7009 1365.636 1363.653 GALAXY 3130_301_1_64 elliptical
1237658917458804860 3130 301 3 58 137.1428 1809.442 4.570556 146.1891 140.2847 1808.935 1808.655 GALAXY 3130_301_3_58 elliptical
1237658916385652797 3130 301 1 67 88.5726 1612.446 3.040918 99.62502 92.27509 1612.248 1610.598 GALAXY 3130_301_1_67 elliptical
1237658916923768949 3130 301 2 86 826.0809 697.5029 5.837379 835.3462 829.4589 697.3707 697.2621 GALAXY 3130_301_2_86 elliptical
1237658916386832424 3130 301 1 85 1105.241 118.5995 18.46198 1115.905 1108.993 118.0858 117.7122 GALAXY 3130_301_1_85 elliptical
1237658916923703307 3130 301 2 85 523.6102 1797.709 3.676439 533.5743 526.9849 1797.618 1797.528 GALAXY 3130_301_2_85 elliptical
1237658917460508767 3130 301 3 84 543.4088 1181.902 4.354976 552.5071 546.1857 1181.398 1180.72 GALAXY 3130_301_3_84 elliptical
1237658916923179065 3130 301 2 77 202.8483 553.7752 3.028959 212.5328 206.2021 553.7698 553.3699 GALAXY 3130_301_2_77 elliptical
1237658802041782409 3103 301 4 214 698.2786 1537.822 3.445395 707.8766 702.1646 1534.858 1537.628 GALAXY 3103_301_4_214 elliptical
1237658919071055997 3130 301 6 83 897.3284 1572.549 7.816028 908.1738 900.1488 1573.844 1574.468 GALAXY 3130_301_6_83 elliptical
1237658802579439763 3103 301 5 226 573.8544 1906.768 4.161809 582.744 577.0071 1903.565 1908.83 GALAXY 3103_301_5_226 elliptical
1237648704059539858 752 301 3 561 1177.611 1179.719 2.772743 1189.36 1181.088 1183.845 1179.099 GALAXY 752_301_3_561 elliptical
1237648704596148720 752 301 4 557 389.799 552.6988 9.453157 401.5955 393.0976 556.2985 553.157 GALAXY 752_301_4_557 elliptical
1237648721788535045 756 301 4 748 636.8185 355.655 2.960211 647.601 639.911 354.6604 354.8125 GALAXY 756_301_4_748 elliptical
1237648705670480261 752 301 6 566 787.7915 549.6259 4.984062 800.9115 790.8511 554.7425 552.4877 GALAXY 752_301_6_566 elliptical
1237648702986518656 752 301 1 572 1180.482 1570.635 3.456114 1194.832 1184.603 1573.981 1569.267 GALAXY 752_301_1_572 elliptical
1237648704597000547 752 301 4 570 877.0787 1666.912 4.563835 888.8392 880.5157 1670.503 1667.647 GALAXY 752_301_4_570 elliptical
1237655468062605515 2327 301 2 49 1065.351 1455.998 4.096069 1074.923 1068.377 1459.544 1455.884 GALAXY 2327_301_2_49 elliptical
1237648705671069987 752 301 6 575 970.5932 448.7215 5.452641 983.7339 973.3798 452.2068 451.6603 GALAXY 752_301_6_575 elliptical
1237648705134592201 752 301 5 581 1199.769 1059.729 9.708439 1211.226 1203.186 1063.25 1061.661 GALAXY 752_301_5_581 elliptical
1237655693019513014 2379 301 5 171 83.15799 527.498 3.041221 91.91615 85.83701 526.3481 528.5098 GALAXY 2379_301_5_171 elliptical
1237648703525683721 752 301 2 607 701.7637 1546.798 2.968678 714.888 705.851 1550.497 1546.625 GALAXY 752_301_2_607 elliptical
1237650370478145724 1140 301 3 123 1329.405 1482.09 4.989822 1339.695 1332.732 1480.441 1479.955 GALAXY 1140_301_3_123 elliptical
1237650761849766056 1231 301 4 12 1357.726 1343.293 4.003528 1368.602 1360.549 1339.399 1341.903 GALAXY 1231_301_4_12 elliptical
1237671142016352464 5976 301 5 163 1264.043 1208.606 7.82163 1273.446 1266.495 1212.533 1211.135 GALAXY 5976_301_5_163 elliptical
1237671142552830211 5976 301 6 157 1240.184 297.5469 4.056139 1252.182 1242.405 302.4072 300.7404 GALAXY 5976_301_6_157 elliptical
1237650372090003559 1140 301 6 142 595.572 79.02393 4.525428 607.7426 598.5247 78.15568 80.60203 GALAXY 1140_301_6_142 elliptical
1237671127513497726 5973 301 2 51 181.0051 1662.871 4.022415 194.0527 184.0815 1664.948 1662.343 GALAXY 5973_301_2_51 elliptical
1237671140406067423 5976 301 2 168 309.6367 1332.345 3.350577 319.5547 312.0371 1337.086 1332.962 GALAXY 5976_301_2_168 elliptical
1237671141479350481 5976 301 4 161 452.5918 979.2245 3.249125 462.3988 455.2808 981.829 979.6027 GALAXY 5976_301_4_161 elliptical
1237671140406329513 5976 301 2 172 602.0562 1141.007 4.730629 612.4302 604.7054 1145.798 1141.262 GALAXY 5976_301_2_172 elliptical
1237671139869655227 5976 301 1 175 582.943 84.72304 7.99249 593.9642 585.6814 89.66362 84.44639 GALAXY 5976_301_1_175 elliptical
1237650369407025474 1140 301 1 163 708.7889 972.4388 7.606415 720.587 712.0761 970.8981 969.9008 GALAXY 1140_301_1_163 elliptical
1237650370480636169 1140 301 3 161 1074.738 738.0217 4.186083 1085.105 1077.625 736.1906 735.9318 GALAXY 1140_301_3_161 elliptical
1237650369943699785 1140 301 2 160 1377.351 960.1166 4.077377 1387.647 1380.262 958.8472 958.634 GALAXY 1140_301_2_160 elliptical
1237671140406526211 5976 301 2 175 678.9929 1692.269 4.584828 689.3954 681.6683 1696.731 1693.073 GALAXY 5976_301_2_175 elliptical
1237650760242299011 1231 301 1 60 381.6811 1855.919 4.146448 395.1689 385.2777 1856.599 1853.062 GALAXY 1231_301_1_60 elliptical
1237650369944092982 1140 301 2 166 1367.908 194.9985 3.71275 1378.379 1370.851 193.5289 193.3288 GALAXY 1140_301_2_166 elliptical
1237650372091904146 1140 301 6 171 791.0543 1248.231 4.320029 803.1949 794.0078 1247.971 1249.203 GALAXY 1140_301_6_171 elliptical
1237650761316958343 1231 301 3 74 585.1729 293.3727 7.521585 596.4305 588.1696 293.6529 291.5832 GALAXY 1231_301_3_74 elliptical
1237650369945141467 1140 301 2 182 1349.975 1590.639 2.908529 1361.201 1353.46 1588.937 1588.978 GALAXY 1140_301_2_182 elliptical
1237650761853829197 1231 301 4 74 170.6363 1052.374 4.348735 181.6505 173.5181 1049.432 1051.128 GALAXY 1231_301_4_74 elliptical
1237650760244461719 1231 301 1 93 1220.565 586.3728 6.78527 1233.611 1224.147 587.1495 584.2126 GALAXY 1231_301_1_93 elliptical
1237650369946517649 1140 301 2 203 827.1718 1247.437 2.933661 837.6295 830.072 1245.813 1245.663 GALAXY 1140_301_2_203 elliptical
1237650760781201573 1231 301 2 91 653.6747 1380.492 9.339485 665.3774 656.7805 1381.014 1379.201 GALAXY 1231_301_2_91 elliptical
1237650369947435193 1140 301 2 217 787.0278 505.5956 4.638606 797.8771 789.8646 504.2898 503.8267 GALAXY 1140_301_2_217 elliptical
1237650369947304150 1140 301 2 215 1355.25 650.4907 4.81515 1365.769 1358.182 649.1564 648.6547 GALAXY 1140_301_2_215 elliptical
1237650369947107515 1140 301 2 212 601.5746 495.0579 3.140192 612.0087 604.5422 493.296 493.3737 GALAXY 1140_301_2_212 elliptical
1237650762393059533 1231 301 5 110 639.2802 635.2219 6.51302 650.5253 641.9907 634.9108 636.1437 GALAXY 1231_301_5_110 elliptical
1237650369948287135 1140 301 2 230 1128.894 129.6313 7.989364 1139.481 1131.779 128.8129 127.1235 GALAXY 1140_301_2_230 elliptical
1237650760247410864 1231 301 1 138 299.4967 707.8848 5.553713 312.4118 302.6644 708.4911 705.6734 GALAXY 1231_301_1_138 elliptical
1237671267106095545 6005 301 6 145 1192.809 1429.454 7.155344 1205.422 1195.35 1430.105 1431.393 GALAXY 6005_301_6_145 elliptical
1237650760783823080 1231 301 2 131 666.8909 1444.694 4.429812 678.848 669.7374 1445.804 1444.333 GALAXY 1231_301_2_131 elliptical
1237650762931306661 1231 301 6 131 1177.513 975.3791 4.077518 1189.969 1179.871 976.8831 977.3193 GALAXY 1231_301_6_131 elliptical
1237657590320136423 2821 301 3 153 1280.692 693.074 4.049843 1288.858 1283.635 690.9538 691.459 GALAXY 2821_301_3_153 elliptical
1237657591931207854 2821 301 6 160 838.1646 668.0661 5.313004 849.2174 841.6869 667.0733 669.4708 GALAXY 2821_301_6_160 elliptical
1237658803109101775 3103 301 6 116 919.0443 855.6368 3.302627 929.5038 921.9901 853.6757 857.4338 GALAXY 3103_301_6_116 elliptical
1237658802572099877 3103 301 5 114 798.8184 993.3027 6.759948 807.3666 801.8994 989.1048 994.178 GALAXY 3103_301_5_114 elliptical
1237657591931470044 2821 301 6 164 603.4862 296.7972 5.853131 613.8575 606.7673 296.0534 298.9658 GALAXY 2821_301_6_164 elliptical
1237657590857531664 2821 301 4 161 1132.896 1718.652 10.5454 1142.654 1137.218 1715.811 1717.998 GALAXY 2821_301_4_161 elliptical
1237657590858776745 2821 301 4 180 728.9743 179.0719 3.40408 738.0475 732.672 175.6627 178.1703 GALAXY 2821_301_4_180 elliptical
