objID run rerun camcol field rowc colc petroRad_r rowc_g rowc_i colc_g colc_i class imageName
1237649918432641040 1035 301 1 120 433.6986 253.3561 1.559187 446.6697 437.2672 256.5481 252.4661 STAR 1035_301_1_120
1237649918432706697 1035 301 1 121 1186.92 77.16056 1.559291 1199.549 1190.329 80.56614 76.2541 STAR 1035_301_1_121
1237649918432837682 1035 301 1 123 930.5021 763.2761 1.680051 943.6236 934.1415 767.0594 761.965 STAR 1035_301_1_123
1237649918433100296 1035 301 1 127 400.0304 1139.217 2.969411 413.5634 404.1418 1143.094 1138.496 STAR 1035_301_1_127
1237649918433165790 1035 301 1 128 1355.322 1885.356 1.522096 1368.654 1359.155 1889.21 1883.846 STAR 1035_301_1_128
1237649918433230889 1035 301 1 129 1065.878 1938.099 1.496726 1079.156 1069.755 1942.243 1936.64 STAR 1035_301_1_129
1237649918433296518 1035 301 1 130 1326.486 248.2448 1.60906 1339.559 1330.184 251.5698 247.5182 STAR 1035_301_1_130
1237649918433427538 1035 301 1 132 323.6762 1679.971 1.620613 336.4493 327.1068 1683.789 1678.165 STAR 1035_301_1_132
1237649918433493186 1035 301 1 133 1400.365 1132.681 1.558335 1413.4 1404.48 1136.688 1131.398 STAR 1035_301_1_133
1237649918433558639 1035 301 1 134 828.1426 1169.884 1.515071 841.3292 832.2021 1173.815 1168.49 STAR 1035_301_1_134
1237649918433624330 1035 301 1 135 875.9308 1720.278 1.567626 888.4932 879.4995 1724.238 1718.682 STAR 1035_301_1_135
1237649918433689651 1035 301 1 136 876.2889 1833.087 1.455691 888.7393 879.8363 1837.167 1831.655 STAR 1035_301_1_136
1237649918433755289 1035 301 1 137 601.5298 1601.638 1.379258 614.2449 605.0177 1605.744 1600.382 STAR 1035_301_1_137
1237649918433820707 1035 301 1 138 922.9995 1668.729 1.507544 935.6398 926.3993 1672.626 1667.229 STAR 1035_301_1_138
1237649918433886306 1035 301 1 139 251.6843 1718.785 1.673056 264.5749 255.0492 1722.678 1717.311 STAR 1035_301_1_139
1237649918433951876 1035 301 1 140 1125.579 420.4752 1.735247 1138.259 1129.062 423.9824 419.7157 STAR 1035_301_1_140
1237649918434017449 1035 301 1 141 242.4762 964.6057 1.75402 255.4911 246.1581 968.3212 963.4946 STAR 1035_301_1_141
1237649918434082851 1035 301 1 142 281.0707 1113.429 1.559515 294.1749 284.5505 1117.117 1112.127 STAR 1035_301_1_142
1237649918434148523 1035 301 1 143 1409.618 897.8665 1.539134 1422.688 1413.685 901.3462 896.522 STAR 1035_301_1_143
1237649918434279834 1035 301 1 145 844.4864 1450.561 1.343472 857.5991 848.0121 1454.253 1449.275 STAR 1035_301_1_145
1237649918434345091 1035 301 1 146 390.8261 1621.706 1.377935 403.4716 394.1016 1625.716 1620.558 STAR 1035_301_1_146
1237649918434476180 1035 301 1 148 347.4724 80.06458 1.475736 360.4349 350.9841 83.64977 79.18471 STAR 1035_301_1_148
1237649918434541735 1035 301 1 149 1187.001 427.4679 1.340643 1199.865 1190.213 431.2478 426.1641 STAR 1035_301_1_149
1237649918434607310 1035 301 1 150 1054.788 1487.175 1.393838 1067.774 1058.576 1491.325 1485.922 STAR 1035_301_1_150
1237649918434672682 1035 301 1 151 371.3774 431.3 1.551697 384.5281 375.2174 434.9835 430.6281 STAR 1035_301_1_151
1237649918434804073 1035 301 1 153 1208.763 1257.124 1.520955 1221.516 1212.262 1261.039 1255.86 STAR 1035_301_1_153
1237649918434934857 1035 301 1 155 353.6891 501.6743 1.442869 366.4876 357.442 505.2048 500.8205 STAR 1035_301_1_155
1237649918435000335 1035 301 1 156 627.2278 942.8503 1.396482 639.9995 630.6329 946.6633 941.7195 STAR 1035_301_1_156
1237649918436769922 1035 301 1 183 714.2717 1965.494 1.217751 726.831 717.8865 1969.828 1964.01 STAR 1035_301_1_183
1237649918426022337 1035 301 1 19 793.9732 1715.984 1.491964 806.1384 797.5015 1720.312 1714.87 STAR 1035_301_1_19
1237649918426087500 1035 301 1 20 1413.804 904.653 1.624006 1425.95 1417.449 907.8344 903.3001 STAR 1035_301_1_20
1237649918426153087 1035 301 1 21 1109.15 724.2232 1.535707 1121.239 1112.822 727.4865 723.2314 STAR 1035_301_1_21
1237649918426218504 1035 301 1 22 184.4424 323.9187 1.53574 196.7233 188.1344 327.1449 323.1332 STAR 1035_301_1_22
1237649918426284153 1035 301 1 23 1032.143 275.5131 1.560866 1044.093 1035.286 278.6512 274.3931 STAR 1035_301_1_23
1237649918426349599 1035 301 1 24 856.1103 1180.799 1.529508 868.2954 859.368 1184.624 1179.396 STAR 1035_301_1_24
1237649918426415235 1035 301 1 25 489.6399 1608.759 1.610598 502.0835 492.9407 1612.538 1607.435 STAR 1035_301_1_25
1237649918426480720 1035 301 1 26 1223.866 163.509 1.579948 1236.571 1226.95 166.6291 162.3862 STAR 1035_301_1_26
1237649918426546294 1035 301 1 27 92.68329 1470.932 1.599525 105.3242 95.74411 1474.725 1469.384 STAR 1035_301_1_27
1237649918426611860 1035 301 1 28 1348.054 1287.837 1.539588 1360.879 1351.736 1291.713 1286.518 STAR 1035_301_1_28
1237649918426677291 1035 301 1 29 847.5092 618.5129 1.447643 860.2319 851.1498 622.1196 617.5765 STAR 1035_301_1_29
1237649918426743407 1035 301 1 30 326.3131 1534.643 0.794909 338.7148 329.7316 1538.67 1533.438 STAR 1035_301_1_30
1237649918426808398 1035 301 1 31 950.136 1796.607 1.664215 962.6549 953.6652 1800.659 1795.175 STAR 1035_301_1_31
1237649918426873971 1035 301 1 32 910.1329 1870.419 1.694564 922.6229 913.7479 1874.627 1868.956 STAR 1035_301_1_32
1237649918426939487 1035 301 1 33 135.1973 163.9916 1.708276 147.7705 138.8871 167.4256 163.2887 STAR 1035_301_1_33
1237649918427005703 1035 301 1 34 755.8309 1534.369 2.969724 768.0049 759.3572 1538.376 1532.962 STAR 1035_301_1_34
1237649918427070483 1035 301 1 35 686.7402 1118.203 1.458562 698.8542 690.2213 1121.969 1116.642 STAR 1035_301_1_35
1237649918427136031 1035 301 1 36 904.0059 1216.872 1.35561 916.1099 907.3265 1220.835 1215.578 STAR 1035_301_1_36
1237649918427201629 1035 301 1 37 330.7552 494.7355 1.303043 342.8471 334.0347 498.4208 493.9886 STAR 1035_301_1_37
1237649918427267132 1035 301 1 38 541.7611 185.3077 1.325079 554.0176 544.947 188.7358 184.6928 STAR 1035_301_1_38
1237649918427333029 1035 301 1 39 859.1079 724.8826 1.20316 871.3041 862.527 728.2906 723.7982 STAR 1035_301_1_39
1237649918427398226 1035 301 1 40 785.4594 76.53277 1.287248 798.1771 788.7549 79.79273 75.81176 STAR 1035_301_1_40
1237649918427463798 1035 301 1 41 216.9966 582.8389 1.404373 229.5835 220.2111 586.2714 581.9893 STAR 1035_301_1_41
1237649918427529256 1035 301 1 42 669.038 1111.595 1.327242 681.7681 672.4808 1115.135 1110.339 STAR 1035_301_1_42
1237649918427594900 1035 301 1 43 665.7142 1218.372 1.349248 678.7058 669.2375 1221.812 1216.92 STAR 1035_301_1_43
1237649918427660313 1035 301 1 44 153.6686 1261.522 1.357853 166.5855 157.1479 1264.95 1259.996 STAR 1035_301_1_44
1237649918427726159 1035 301 1 45 500.7208 484.7925 2.991261 514.6192 504.7704 487.8295 484.2159 GALAXY 1035_301_1_45
1237649918427791417 1035 301 1 46 415.7813 1519.769 2.969432 428.5731 419.3654 1524.492 1518.094 STAR 1035_301_1_46
1237649918427922451 1035 301 1 48 138.828 955.0381 1.402633 151.7207 142.2942 958.7482 953.9711 STAR 1035_301_1_48
1237649918428119072 1035 301 1 51 739.9254 1553.376 1.287544 752.5264 743.4727 1557.547 1551.69 STAR 1035_301_1_51
1237649918428185209 1035 301 1 52 1044.96 949.049 3.540382 1057.492 1048.618 953.09 948.2616 STAR 1035_301_1_52
1237649918428250256 1035 301 1 53 794.3044 1794.471 1.277344 807.01 797.9583 1798.888 1793.094 STAR 1035_301_1_53
1237649918428315701 1035 301 1 54 980.2726 1816.588 1.302247 993.0002 983.8953 1820.816 1815.248 STAR 1035_301_1_54
1237649918428381617 1035 301 1 55 747.5613 1227.699 1.739462 760.8766 751.0801 1232.058 1226.694 STAR 1035_301_1_55
1237649918428446867 1035 301 1 56 1319.646 311.9346 1.628132 1332.058 1322.766 315.11 310.9085 STAR 1035_301_1_56
1237649918428708879 1035 301 1 60 622.1664 1111.371 1.586388 634.9462 626.1794 1115.172 1110.115 STAR 1035_301_1_60
1237649918428774611 1035 301 1 61 1268.778 389.4849 1.319301 1281.281 1272.283 393.0321 388.4453 STAR 1035_301_1_61
1237649918428840366 1035 301 1 62 337.696 539.4205 2.515729 350.4982 341.887 543.4199 539.0152 STAR 1035_301_1_62
1237649918429036910 1035 301 1 65 917.4036 1823.153 1.172851 929.939 920.6334 1827.524 1821.914 STAR 1035_301_1_65
1237649918429299237 1035 301 1 69 1170.953 1299.723 1.267735 1183.866 1174.463 1303.997 1298.631 STAR 1035_301_1_69
1237649918429495904 1035 301 1 72 1160.39 108.6819 1.298282 1172.692 1163.986 112.242 108.0117 STAR 1035_301_1_72
1237649918430675278 1035 301 1 90 180.8411 500.3355 1.444325 193.7919 184.7268 503.9449 499.5755 STAR 1035_301_1_90
1237649918430806285 1035 301 1 92 97.87029 1770.445 1.216576 110.4394 101.3418 1774.58 1768.822 STAR 1035_301_1_92
1237649918430871776 1035 301 1 93 1186.424 1531.896 1.58932 1199.046 1190.067 1536.416 1530.774 STAR 1035_301_1_93
1237649918430937381 1035 301 1 94 797.7175 1431.892 1.401819 810.154 801.2857 1436.478 1430.443 STAR 1035_301_1_94
1237649918431265056 1035 301 1 99 1215.422 737.0443 3.786415 1227.919 1218.864 741.4005 736.2809 STAR 1035_301_1_99
1237649918968332841 1035 301 2 102 1019.956 480.6044 1.350363 1031.068 1023.02 484.6375 480.7221 STAR 1035_301_2_102
1237649918968397894 1035 301 2 103 1173.038 1936.012 1.249523 1184.321 1176.324 1940.491 1936.583 STAR 1035_301_2_103
1237649918968529402 1035 301 2 105 897.2889 1431.841 1.223425 908.4805 900.4812 1435.553 1432.336 STAR 1035_301_2_105
1237649918968659975 1035 301 2 107 148.8883 398.1143 1.247285 160.1964 151.7672 401.7115 398.1077 STAR 1035_301_2_107
1237649918968726061 1035 301 2 108 1368.929 1672.017 3.68522 1380.473 1371.585 1676.544 1672.535 STAR 1035_301_2_108
1237649918968856775 1035 301 2 110 509.5716 1012.715 1.162285 521.1175 512.7657 1016.698 1012.748 STAR 1035_301_2_110
1237649918968922393 1035 301 2 111 219.7532 136.5616 1.091865 231.3406 222.8268 140.2812 136.1657 STAR 1035_301_2_111
1237649918968988019 1035 301 2 112 647.4636 1788.563 2.969499 657.9724 650.8784 1792.905 1788.943 STAR 1035_301_2_112
1237649918969184733 1035 301 2 115 1344.953 1919.217 1.3428 1356.296 1348.254 1923.673 1920.0 STAR 1035_301_2_115
1237649918969250264 1035 301 2 116 856.2172 744.9698 2.552513 868.2053 859.3148 751.0168 744.5402 STAR 1035_301_2_116
1237649918969315519 1035 301 2 117 1098.457 521.2721 1.512107 1109.642 1101.333 524.4677 520.9761 STAR 1035_301_2_117
1237649918969577495 1035 301 2 121 507.3759 462.4982 1.475273 518.6355 510.2048 466.1069 462.2331 STAR 1035_301_2_121
1237649918969774105 1035 301 2 124 811.2455 1466.548 2.9694 822.0161 814.4521 1469.767 1466.55 STAR 1035_301_2_124
1237649918969839942 1035 301 2 125 403.4159 512.3861 4.370164 414.8159 406.3457 515.8478 512.2668 STAR 1035_301_2_125
1237649918969905393 1035 301 2 126 1394.11 1728.294 1.558231 1405.93 1397.392 1732.681 1728.907 STAR 1035_301_2_126
1237649918970101958 1035 301 2 129 985.0165 1786.224 1.634317 996.973 988.8007 1789.982 1786.824 STAR 1035_301_2_129
1237649918970167526 1035 301 2 130 1419.608 514.7883 1.607431 1430.978 1422.748 518.6539 514.5989 STAR 1035_301_2_130
1237649918970232963 1035 301 2 131 1382.19 594.185 1.704311 1393.49 1384.997 597.8164 593.8809 STAR 1035_301_2_131
1237649918970298885 1035 301 2 132 1249.768 1557.772 2.71369 1261.113 1253.24 1561.525 1557.9 STAR 1035_301_2_132
1237649918970364058 1035 301 2 133 310.4047 1435.129 1.560468 321.9691 313.9251 1439.211 1435.302 STAR 1035_301_2_133
1237649918970429609 1035 301 2 134 1008.12 1285.31 1.502796 1019.788 1011.688 1289.468 1285.443 STAR 1035_301_2_134
1237649918970495323 1035 301 2 135 289.2076 867.6396 1.619438 300.6321 293.0345 871.7021 867.9153 STAR 1035_301_2_135
1237649918970560753 1035 301 2 136 543.9478 1984.269 1.398513 555.373 547.358 1988.303 1984.786 STAR 1035_301_2_136
1237649918970626267 1035 301 2 137 264.9566 427.9024 1.343073 276.112 267.923 431.7365 428.147 STAR 1035_301_2_137
1237649918970691707 1035 301 2 138 1268.541 363.1544 8.393301 1279.422 1271.276 366.4633 362.9235 STAR 1035_301_2_138
1237649918970757414 1035 301 2 139 1418.597 1503.385 1.575945 1430.016 1421.599 1507.34 1503.646 STAR 1035_301_2_139
1237649918970822877 1035 301 2 140 1021.279 1468.248 1.670291 1032.71 1024.406 1472.289 1468.801 STAR 1035_301_2_140
1237649918970888559 1035 301 2 141 482.6694 113.564 4.255724 493.8012 485.4628 117.2518 113.6776 STAR 1035_301_2_141
1237649918970954063 1035 301 2 142 556.4701 791.3058 1.521351 567.8059 559.3464 794.9424 791.1041 STAR 1035_301_2_142
1237649918971019388 1035 301 2 143 811.7238 1297.524 1.559833 823.1473 815.0546 1301.267 1297.643 STAR 1035_301_2_143
1237649918971084983 1035 301 2 144 1297.833 1117.447 1.483402 1309.635 1301.193 1121.214 1117.447 STAR 1035_301_2_144
1237649918971150467 1035 301 2 145 980.9273 1841.635 1.417487 992.775 984.1207 1845.69 1842.248 STAR 1035_301_2_145
1237649918971216019 1035 301 2 146 664.3728 1507.569 1.37642 675.8099 667.382 1511.605 1508.113 STAR 1035_301_2_146
1237649918971281847 1035 301 2 147 1129.465 317.9874 1.522543 1140.995 1132.575 321.272 317.8801 STAR 1035_301_2_147
1237649918971347101 1035 301 2 148 1194.866 280.0068 1.358962 1206.26 1197.779 283.7129 279.4892 STAR 1035_301_2_148
1237649918971412689 1035 301 2 149 1416.007 1868.018 1.259451 1427.612 1419.046 1872.292 1868.297 STAR 1035_301_2_149
1237649918971478283 1035 301 2 150 654.1605 439.4831 1.280656 665.4205 657.0063 443.2474 439.2309 STAR 1035_301_2_150
1237649918971543740 1035 301 2 151 835.35 792.8226 1.735245 846.9354 838.9645 796.5668 792.8444 STAR 1035_301_2_151
1237649918971609241 1035 301 2 152 979.5595 223.9225 1.548458 990.6324 982.4567 227.4992 223.5212 STAR 1035_301_2_152
1237649918971674719 1035 301 2 153 1201.624 946.8596 1.358108 1212.831 1204.66 950.7396 947.2092 STAR 1035_301_2_153
1237649918971805973 1035 301 2 155 846.7955 1981.085 1.336404 858.0412 850.0024 1985.26 1981.599 STAR 1035_301_2_155
1237649918971871828 1035 301 2 156 1219.228 1556.904 1.346522 1230.993 1222.451 1561.369 1557.224 STAR 1035_301_2_156
1237649918971937360 1035 301 2 157 1215.0 1860.041 1.195424 1226.796 1218.39 1864.296 1860.379 STAR 1035_301_2_157
1237649918972002511 1035 301 2 158 482.0921 1686.464 1.347831 494.1048 485.2308 1690.465 1686.78 STAR 1035_301_2_158
1237649918972067963 1035 301 2 159 820.7762 1455.136 1.300436 832.5717 824.0038 1459.625 1455.519 STAR 1035_301_2_159
1237649918972133557 1035 301 2 160 1346.534 1234.008 1.321388 1358.566 1349.746 1238.156 1234.202 STAR 1035_301_2_160
1237649918972199036 1035 301 2 161 993.6735 144.9711 1.244852 1005.551 996.4819 149.0696 144.9814 STAR 1035_301_2_161
1237649918972264458 1035 301 2 162 154.7383 104.8583 1.254671 166.4218 157.4763 108.9456 104.97 STAR 1035_301_2_162
1237649918972330081 1035 301 2 163 256.8267 1456.65 1.304681 269.0073 260.2847 1461.077 1457.54 STAR 1035_301_2_163
1237649918972395580 1035 301 2 164 702.4554 1470.832 1.444692 714.5698 706.0511 1475.083 1470.978 STAR 1035_301_2_164
1237649918972461060 1035 301 2 165 110.4738 1951.983 1.36134 122.8347 114.0294 1956.401 1952.432 STAR 1035_301_2_165
1237649918973247545 1035 301 2 177 980.9671 1961.471 1.222863 993.5823 984.892 1965.933 1961.901 STAR 1035_301_2_177
1237649918973378613 1035 301 2 179 1263.562 943.9968 1.167738 1275.249 1266.968 947.8749 944.1802 STAR 1035_301_2_179
1237649918973444315 1035 301 2 180 593.046 917.9978 1.262578 604.7867 596.5236 921.7186 918.2413 STAR 1035_301_2_180
1237649918973510527 1035 301 2 181 1009.384 427.2268 1.114928 1020.668 1012.498 430.7764 427.162 STAR 1035_301_2_181
1237649918973640727 1035 301 2 183 376.7768 569.6375 1.254677 387.9611 379.9077 573.5514 569.7385 STAR 1035_301_2_183
1237649918973706273 1035 301 2 184 376.4073 604.1103 1.394637 387.3297 379.3932 607.422 604.0335 STAR 1035_301_2_184
1237649918963089511 1035 301 2 22 716.6577 1486.503 1.488086 727.3419 719.7946 1490.037 1486.65 STAR 1035_301_2_22
1237649918963154955 1035 301 2 23 349.5806 1644.755 1.450739 360.454 352.6299 1648.559 1645.011 STAR 1035_301_2_23
1237649918963220610 1035 301 2 24 373.0745 118.1011 1.499773 383.6679 375.7636 121.2884 117.9315 STAR 1035_301_2_24
1237649918964925298 1035 301 2 50 1040.561 1273.771 2.969792 1051.932 1043.771 1277.59 1273.75 STAR 1035_301_2_50
1237649918965055549 1035 301 2 52 1129.531 1875.943 1.229676 1141.173 1132.878 1880.554 1876.55 STAR 1035_301_2_52
1237649918965121288 1035 301 2 53 1415.23 444.7346 1.243221 1426.58 1418.481 448.7881 444.803 STAR 1035_301_2_53
1237649918965252594 1035 301 2 55 654.3107 1158.135 1.302159 665.6989 657.6158 1161.928 1158.284 STAR 1035_301_2_55
1237649918965317828 1035 301 2 56 819.0825 951.0632 1.249574 830.1468 821.9551 954.8251 951.3427 STAR 1035_301_2_56
1237649918965383298 1035 301 2 57 1202.179 785.2188 1.212973 1213.294 1205.014 789.0091 785.4656 STAR 1035_301_2_57
1237649918965448825 1035 301 2 58 318.2341 134.2209 1.451127 329.0273 321.0409 137.4607 134.0984 STAR 1035_301_2_58
1237649918965514361 1035 301 2 59 1407.094 150.9109 1.210056 1418.14 1410.284 154.34 150.5943 STAR 1035_301_2_59
1237649918965645487 1035 301 2 61 1245.615 1398.704 1.336046 1256.773 1248.796 1402.768 1398.798 STAR 1035_301_2_61
1237649918965776681 1035 301 2 63 880.7892 350.223 0.9794385 891.6333 883.3449 353.9644 349.9299 STAR 1035_301_2_63
1237649918965842177 1035 301 2 64 456.7389 941.5364 1.149934 467.9116 459.7485 945.363 941.7044 STAR 1035_301_2_64
1237649918965907545 1035 301 2 65 1140.266 388.3587 1.193915 1151.308 1143.025 392.1731 388.326 STAR 1035_301_2_65
1237649918966038559 1035 301 2 67 644.9695 500.1763 5.401148 655.978 648.1445 503.9641 500.3073 STAR 1035_301_2_67
1237649918967414857 1035 301 2 88 1180.871 1902.976 1.241084 1192.696 1184.262 1907.251 1903.478 STAR 1035_301_2_88
1237649918967677068 1035 301 2 92 1102.811 415.7525 1.166693 1114.11 1105.971 419.6634 415.4991 STAR 1035_301_2_92
1237649918967742699 1035 301 2 93 526.6788 1461.638 1.294449 538.2637 530.0237 1466.122 1461.923 STAR 1035_301_2_93
1237649918967808256 1035 301 2 94 544.5633 1507.753 1.289842 555.6971 547.8558 1512.058 1508.228 STAR 1035_301_2_94
1237649918967873552 1035 301 2 95 357.6964 915.7815 1.078907 368.8027 360.8376 919.9767 916.0333 STAR 1035_301_2_95
1237649918967939142 1035 301 2 96 782.5854 625.353 1.279319 793.4847 785.468 629.4071 625.4955 STAR 1035_301_2_96
1237649918968070541 1035 301 2 98 940.9463 878.2042 1.12727 952.1055 944.189 882.3198 878.4361 STAR 1035_301_2_98
1237649918968135878 1035 301 2 99 1073.655 1496.443 2.969386 1084.366 1077.175 1500.31 1496.848 STAR 1035_301_2_99
1237649919505072725 1035 301 3 100 1085.884 864.3306 1.186668 1096.229 1088.562 868.1796 863.8215 STAR 1035_301_3_100
1237649919505138044 1035 301 3 101 1047.511 1070.971 1.42547 1058.167 1050.528 1074.882 1070.433 STAR 1035_301_3_101
1237649919505203264 1035 301 3 102 936.898 1260.615 1.266986 947.5164 939.9604 1264.81 1260.32 STAR 1035_301_3_102
1237649919505334590 1035 301 3 104 319.2776 687.6837 1.218994 329.7569 322.1105 691.5443 687.3071 STAR 1035_301_3_104
1237649919505399818 1035 301 3 105 187.4834 670.8463 1.204612 198.2055 190.5966 674.5789 670.5603 STAR 1035_301_3_105
1237649919505728358 1035 301 3 110 735.0334 1012.014 1.23094 746.032 737.9733 1015.946 1011.577 STAR 1035_301_3_110
1237649919505793166 1035 301 3 111 745.6938 800.77 1.173182 756.9376 748.908 804.3361 800.0071 STAR 1035_301_3_111
1237649919505858617 1035 301 3 112 898.8082 260.7913 1.229802 910.0621 902.0163 264.2194 260.0609 STAR 1035_301_3_112
1237649919505924175 1035 301 3 113 132.7012 885.0307 1.275852 143.5479 135.9083 888.9172 884.4232 STAR 1035_301_3_113
1237649919506121255 1035 301 3 116 1203.713 1709.232 5.062027 1214.476 1206.842 1712.947 1708.899 STAR 1035_301_3_116
1237649919506186504 1035 301 3 117 184.3798 1080.665 1.801455 195.2968 187.4274 1084.332 1080.261 STAR 1035_301_3_117
1237649919506251829 1035 301 3 118 1295.635 496.5383 1.434793 1306.391 1298.519 499.763 495.9155 STAR 1035_301_3_118
1237649919506448772 1035 301 3 121 401.1198 332.9395 1.28379 412.03 403.8394 336.0907 331.74 STAR 1035_301_3_121
1237649919506513960 1035 301 3 122 669.1876 425.2536 1.427603 680.6599 672.3528 428.8197 424.6415 STAR 1035_301_3_122
